species,identifier,higher_taxon,common_name,highest_common_name
Acanthopteroctetes unifascia,Acanthopteroctetes_unifascia_M_1477601198_lg,Neopseustoidea,Archaic bell moths,moths
Acanthopteroctetes unifascia,MCZ-ENT00754647_Acanthopteroctetes_unifascia_had,Neopseustoidea,Archaic bell moths,moths
Acrocercops transecta,transecta_Acrocercops_A_EIHU,Gracillarioidea,Cocoon-maker/leaf blotch miner moths,moths
Actias luna,MCZ-ENT00639291_Actias_luna_had,Bombycoidea,Sphynx/Silk moths,moths
Actias luna,MCZ-ENT00639295_Actias_luna_had,Bombycoidea,Sphynx/Silk moths,moths
Actias luna,UDCC_TCN_00062177_1487105077_lg,Bombycoidea,Sphynx/Silk moths,moths
Actias luna,UDCC_TCN_00062222_1487351569_lg,Bombycoidea,Sphynx/Silk moths,moths
Adhemarius daphne,BC-EMEM_%5B292%5D%2B1165507284,Bombycoidea,Sphynx/Silk moths,moths
Agathiphaga queenslandensis,10ANIC_03227%2B1287104404,Agathiphagoidea,Kauri moths,moths
Agrotis infusa,Preview001,Noctuoidea,Owlet moths,moths
Alucita desmodactyla,MCZ-ENT00754689_Alucita_desmodactyla_lbs,Alucitoidea,Many-plumed moths,moths
Alucita desmodactyla,MCZ-ENT00754690_Alucita_desmodactyla_had,Alucitoidea,Many-plumed moths,moths
Alucita desmodactyla,MCZ-ENT00754691_Alucita_desmodactyla_had,Alucitoidea,Many-plumed moths,moths
Alucita desmodactyla,MCZ-ENT00754692_Alucita_desmodactyla_had,Alucitoidea,Many-plumed moths,moths
Alucita desmodactyla,MCZ-ENT00754693_Alucita_desmodactyla_had,Alucitoidea,Many-plumed moths,moths
Alucita desmodactyla,MCZ-ENT00754696_Alucita_desmodactyla_had2,Alucitoidea,Many-plumed moths,moths
Amata phegea,057-04-Amata_phegea_(5557),Noctuoidea,Owlet moths,moths
Amata phegea,2EE7B9E9027418FBB8CAF562A9B51F38B207EC4F8305D0EB1CD4AD0FC41EB43C,Noctuoidea,Owlet moths,moths
Amata phegea,3147B5A0FFA94C2BB241FC008EE0DE32457A294613E79AA69357EE4084D320B6,Noctuoidea,Owlet moths,moths
Amata phegea,45320922E3A0512DF785B963929B43E8AAB73F30A6742EB9893C4D415A386A2E,Noctuoidea,Owlet moths,moths
Amata phegea,6000F4EF25BAE91F7ED0A7E3A3CF337D71421F4AD644F2B7D7541A15A30AC71E,Noctuoidea,Owlet moths,moths
Amata phegea,8FA6741E2CBF52F6FE16B77F51043F9F825361C19F20548BE1A7BE636769EE04,Noctuoidea,Owlet moths,moths
Amata phegea,91815F1F225202F8485D1DD08A4FB99BF25FD53B2D834DF9D10D824DED073466,Noctuoidea,Owlet moths,moths
Amphipyra pyramidea,04631573-b340-4e04-955b-79f919c94d70_image,Noctuoidea,Owlet moths,moths
Amphipyra pyramidea,350463,Noctuoidea,Owlet moths,moths
Amphipyra pyramidea,3c48ce08-3be7-4a06-b068-10ec351e16fb_image,Noctuoidea,Owlet moths,moths
Amphipyra pyramidea,69A280AABB611685C5A6FCA5ECBAA6CE708EA8E43BDD4E917B81301D39D9E7AE,Noctuoidea,Owlet moths,moths
Amphipyra pyramidea,6b4f0a52-a0ca-4bb6-8423-bfaa7d366723_image,Noctuoidea,Owlet moths,moths
Amphipyra pyramidea,Amphipyra pyramidea_Preview001,Noctuoidea,Owlet moths,moths
Amphipyra pyramidea,C2308030591FA3FCE2A60EF089A7FD6B83C2273F879559B1B8FE93F5FCCC6928,Noctuoidea,Owlet moths,moths
Amphipyra pyramidea,F0C0F1333F1466F2CF6632C58A2B6C5178B63A9CA7649A085C916C0ECAFEE957,Noctuoidea,Owlet moths,moths
Amphipyra pyramidea,LEP_8146-4507-3708-4122(1),Noctuoidea,Owlet moths,moths
Amphithera heteroleuca,10ANIC_05178%2B1287424348,Gracillarioidea,Cocoon-maker/leaf blotch miner moths,moths
Amyelois transitella,ASUHIC0128107_habitus_dorsal_1574452466_lg,Pyraloidea,Snout moths,moths
Amyelois transitella,IMG_018893,Pyraloidea,Snout moths,moths
Amyelois transitella,IMG_018894,Pyraloidea,Snout moths,moths
Amyelois transitella,IMG_018895,Pyraloidea,Snout moths,moths
Amyelois transitella,IMG_018896,Pyraloidea,Snout moths,moths
Amyelois transitella,IMG_018900,Pyraloidea,Snout moths,moths
Amyelois transitella,IMG_018904,Pyraloidea,Snout moths,moths
Amyelois transitella,MEM368119_Amyelois_transitella_1547049892_lg,Pyraloidea,Snout moths,moths
Andesiana lamellata,USNMENT00657461%2B1297458178,Andesianoidea,Andean endemic moths,moths
Anigraea sp,10ANIC_08417%2B1288115850,Noctuoidea,Owlet moths,moths
Antaeotricha schlaegeri,MEM56725_Antaeotricha_schlaege_1517935449_lg,Gelechioidea,Curved-horn moths,moths
Anthocharis cardamines,005-04-Anthocharis_cardamines_(411-412),Papilionoidea,Papilionoid butterflies,butterflies
Anthocharis cardamines,0115B1B1634BF944D7078BEBAF701F5E8924128A2ADA7434F6CA622A5BBA2429,Papilionoidea,Papilionoid butterflies,butterflies
Anthocharis cardamines,146C6244FC93A80B69B47A415D0A4383425DD91101C226FE3696410EBE96B91B,Papilionoidea,Papilionoid butterflies,butterflies
Anthocharis cardamines,24F115679E081CF0EE90421A815C3D8A18E14BA472D6B57D96C64AA7052962E8,Papilionoidea,Papilionoid butterflies,butterflies
Anthocharis cardamines,321620,Papilionoidea,Papilionoid butterflies,butterflies
Anthocharis cardamines,4124D9D561F80AD281670EF46FE2FBA6A0E3240D294FB662E5C12D6E2B3CCECE,Papilionoidea,Papilionoid butterflies,butterflies
Anthocharis cardamines,4797BC17986871FA95408C5F40DB0AB1D206CCEC52E487875C4D592E5C6690C1,Papilionoidea,Papilionoid butterflies,butterflies
Anthocharis cardamines,5E3356F26396888A62775D8340744A1E46037C968D1266655944CB7705214F9B,Papilionoidea,Papilionoid butterflies,butterflies
Apatelodes pithala,Bc-Her5212%2B1544558604,Bombycoidea,Sphynx/Silk moths,moths
Archaeoses polygrapha,10ANIC_09141%2B1288923602,Cossoidea,Carpenter moths,moths
Arctopsyche palpata,F27434,Trichoptera,Caddisflies caddisflies,caddisflies
Artace sp,GD-GF_0181_16319R%2B1540588008,Lasiocampoidea,Eggars/Tent moths,moths
Ascia monuste,27831373165_953b087e67,Papilionoidea,Papilionoid butterflies,butterflies
Ascia monuste,576384?rendering=original,Papilionoidea,Papilionoid butterflies,butterflies
Ascia monuste,default,Papilionoidea,Papilionoid butterflies,butterflies
Ascia monuste,IMG_139460,Papilionoidea,Papilionoid butterflies,butterflies
Ascia monuste,MCZ-ENT00752714_Attacus_atlas_had,Papilionoidea,Papilionoid butterflies,butterflies
Ascia monuste,MCZ-ENT00752716_Attacus_atlas_lbs,Papilionoidea,Papilionoid butterflies,butterflies
Ascia monuste,MCZ-ENT00752720_Attacus_atlas_lbs,Papilionoidea,Papilionoid butterflies,butterflies
Ascia monuste,SDNHM122780,Papilionoidea,Papilionoid butterflies,butterflies
Ascia monuste,SDNHM210367,Papilionoidea,Papilionoid butterflies,butterflies
Ascia monuste,SDNHM210369,Papilionoidea,Papilionoid butterflies,butterflies
Ascia monuste,SDNHM210379,Papilionoidea,Papilionoid butterflies,butterflies
Ascia monuste,SDNHM210380,Papilionoidea,Papilionoid butterflies,butterflies
Ascia monuste,SDNHM210381,Papilionoidea,Papilionoid butterflies,butterflies
Ascia monuste,SDNHM210382,Papilionoidea,Papilionoid butterflies,butterflies
Ascia monuste,SDNHM210383,Papilionoidea,Papilionoid butterflies,butterflies
Ascia monuste,SDNHM210384,Papilionoidea,Papilionoid butterflies,butterflies
Ascia monuste,SDNHM210385,Papilionoidea,Papilionoid butterflies,butterflies
Ascia monuste,SDNHM210386,Papilionoidea,Papilionoid butterflies,butterflies
Ascia monuste,SDNHM210388,Papilionoidea,Papilionoid butterflies,butterflies
Ascia monuste,UVGC0006156_1637360471_lg,Papilionoidea,Papilionoid butterflies,butterflies
Ascia monuste,UVGC0006157_1637360613_lg,Papilionoidea,Papilionoid butterflies,butterflies
Ascia monuste,UVGC0006430_1644963179_lg,Papilionoidea,Papilionoid butterflies,butterflies
Ascia monuste,UVGC0006613_1645546962_lg,Papilionoidea,Papilionoid butterflies,butterflies
Ascia monuste,UVGC0006614_1636471804_lg,Papilionoidea,Papilionoid butterflies,butterflies
Auriculoceryx pterodactyliformis,KHC-4817d%2B1265232266,Noctuoidea,Owlet moths,moths
Autosticha sp,IMG_7570%2B1443120946,Gelechioidea,Curved-horn moths,moths
Axia margarita,BC_ZSM_Lep_45097%2B1284456554,Drepanoidea,Hook-tip moths,moths
Bembecia ichneumoniformis,034-20-Bembecia_ichneumoniformis_(3447),Sesioidea,Clearwing moths,moths
Bembecia ichneumoniformis,109AB28D4A5442491428B57FC9EC5E7A229E5E53AAAFB08A6947CFCD4E90A06B,Sesioidea,Clearwing moths,moths
Bembecia ichneumoniformis,53f49cec-d5e0-4340-9bea-8abbcb535a66_image,Sesioidea,Clearwing moths,moths
Bembecia ichneumoniformis,88B5DCEEF41CB97EAD1503013B6F7B5B1E5111A185DE057809DB34E04D4F0583,Sesioidea,Clearwing moths,moths
Bembecia ichneumoniformis,DE44D93D8547B6D641C2F31F62F12C23E162EA1F8E392804AA8E5EBE48F7CFB2,Sesioidea,Clearwing moths,moths
Bicyclus anynana,BC-GVW0055+1187579018,Papilionoidea,Papilionoid butterflies,butterflies
Bicyclus anynana,BC-GVW0058+1187579020,Papilionoidea,Papilionoid butterflies,butterflies
Bicyclus anynana,BC-GVW0059+1187579024,Papilionoidea,Papilionoid butterflies,butterflies
Biston betularia,063EF00CC8CE0C648384DA1BF9ECCC78E92ECB619DCCB9AB252B54BFBDAC7AC8,Geometroidea,Geometrid moths,moths
Biston betularia,49957F535F9CA260B2475ADD7352F24702067C964A7BEED41AC726572AF909EC,Geometroidea,Geometrid moths,moths
Biston betularia,5D7EA14C369725A8805F915A0B0D80949BAB80C9207F100402C793902020ADAB,Geometroidea,Geometrid moths,moths
Biston betularia,62B72C6F60847CBF6C4BC0D01A28BD54293D270D4707B209B5D01C8F4A147003,Geometroidea,Geometrid moths,moths
Biston betularia,9DA50F95D06C7DF8D752CFC59C8B0B85169D5B279225DB3E52EA51785ECEFCB2,Geometroidea,Geometrid moths,moths
Biston betularia,ASUHIC0108928_habitus_dorsal_1575997340_lg,Geometroidea,Geometrid moths,moths
Biston betularia,B856EC3AF7C975DC0ECD021AF6677683D7A35B2E50465058B618122906EA793E,Geometroidea,Geometrid moths,moths
Biston betularia,C30B04E711FD805DB170E19823DE2761967C5CFE7EBE0F15842501B3E176A792,Geometroidea,Geometrid moths,moths
Biston betularia,ca00d6ec-c0ac-497f-bf81-3d02f436b80b_image,Geometroidea,Geometrid moths,moths
Biston betularia,CSU_ENT1077483_1-3_1560788934_lg,Geometroidea,Geometrid moths,moths
Biston betularia,CSU_ENT1077494_1-3_1560788917_lg,Geometroidea,Geometrid moths,moths
Biston betularia,CSU_ENT1077519_1-3_1560790326_lg,Geometroidea,Geometrid moths,moths
Biston betularia,CSU_ENT1077527_1-3_1560790591_lg,Geometroidea,Geometrid moths,moths
Biston betularia,CSU_ENT1099949_1-3_1560789083_lg,Geometroidea,Geometrid moths,moths
Biston betularia,CSU_ENT1138519_1-2_1592310892_lg,Geometroidea,Geometrid moths,moths
Biston betularia,CSU_ENT1138522_1-2_1592310533_lg,Geometroidea,Geometrid moths,moths
Biston betularia,CSU_ENT1149889_1-2_1600351239_lg,Geometroidea,Geometrid moths,moths
Biston betularia,CSU_ENT1149989_1-2_1600350889_lg,Geometroidea,Geometrid moths,moths
Biston betularia,CSU_ENT1150016_1-2_1600350832_lg,Geometroidea,Geometrid moths,moths
Biston betularia,CSU_ENT1151874_1-2_1598280461_lg,Geometroidea,Geometrid moths,moths
Biston betularia,CSU_ENT1173349_1-2_1639678815_lg,Geometroidea,Geometrid moths,moths
Biston betularia,CSU_ENT1182280_1-2_1654188731_lg,Geometroidea,Geometrid moths,moths
Biston betularia,D8803C1ADD2DE1ECBE2613B0E0610C557D2C5A241B429623530B8C3B480C210E,Geometroidea,Geometrid moths,moths
Biston betularia,DB4920D8CBC55BE5B198F85CA2400C8BE63DE36967D687A55A708BC81C5E6386,Geometroidea,Geometrid moths,moths
Biston betularia,E7F571EB1DACF9CA82454CD752BB0E5ABED908270EB0F1D82147C9B269A64A16,Geometroidea,Geometrid moths,moths
Biston betularia,MCZ-ENT00767325_Biston_betularia_betularia_lbs,Geometroidea,Geometrid moths,moths
Biston betularia,MCZ-ENT00767328_Biston_betularia_betularia_lbs,Geometroidea,Geometrid moths,moths
Biston betularia,MCZ-ENT00767330_Biston_betularia_betularia_lbs,Geometroidea,Geometrid moths,moths
Biston betularia,MCZ-ENT00767335_Biston_betularia_betularia_lbs,Geometroidea,Geometrid moths,moths
Biston betularia,MCZ-ENT00767337_Biston_betularia_betularia_lbs,Geometroidea,Geometrid moths,moths
Biston betularia,MCZ-ENT00767338_Biston_betularia_betularia_lbs,Geometroidea,Geometrid moths,moths
Biston betularia,MCZ-ENT00767339_Biston_betularia_betularia_lbs,Geometroidea,Geometrid moths,moths
Biston betularia,MCZ-ENT00767341_Biston_betularia_betularia_lbs,Geometroidea,Geometrid moths,moths
Biston betularia,MCZ-ENT00767343_Biston_betularia_betularia_lbs,Geometroidea,Geometrid moths,moths
Biston betularia,MCZ-ENT00767345_Biston_betularia_betularia_lbs,Geometroidea,Geometrid moths,moths
Biston betularia,UDCC_TCN_00103925_2_1502292419_lg,Geometroidea,Geometrid moths,moths
Bombyx mori,FIMI090,Bombycoidea,Sphynx/Silk moths,moths
Bombyx mori,FIMI094,Bombycoidea,Sphynx/Silk moths,moths
Bombyx mori,FIMI103,Bombycoidea,Sphynx/Silk moths,moths
Bombyx mori,IMG_019184,Bombycoidea,Sphynx/Silk moths,moths
Bombyx mori,IMG_019186,Bombycoidea,Sphynx/Silk moths,moths
Bombyx mori,MEM368471_Bombyx_mandarina_VCV_1552314783_lg,Bombycoidea,Sphynx/Silk moths,moths
Bombyx mori,MEM368472_Bombyx_mandarina_VCV_1552314737_lg,Bombycoidea,Sphynx/Silk moths,moths
Brahmaea hearseyi,BC-ULP0114%2B1254317688,Bombycoidea,Sphynx/Silk moths,moths
Bucculatrix cristatella,IMG_5634%2B1272463058,Gracillarioidea,Cocoon-maker/leaf blotch miner moths,moths
Calledapteryx dryopterata,IMG_018936,Geometroidea,Geometrid moths,moths
Calledapteryx dryopterata,IMG_018937,Geometroidea,Geometrid moths,moths
Calledapteryx dryopterata,IMG_018940,Geometroidea,Geometrid moths,moths
Calledapteryx dryopterata,IMG_5663%2B1162048868,Geometroidea,Geometrid moths,moths
Caloptilia triadicae,CCDB-29488-F04%2B1488225940,Gracillarioidea,Cocoon-maker/leaf blotch miner moths,moths
Calycopis cecrops,133953fbf2c0b0b5f4828c66c9edf43e,Papilionoidea,Papilionoid butterflies,butterflies
Calycopis cecrops,Calycopis cecrops_default,Papilionoidea,Papilionoid butterflies,butterflies
Calycopis cecrops,IMG_000492,Papilionoidea,Papilionoid butterflies,butterflies
Calycopis cecrops,IMG_000493,Papilionoidea,Papilionoid butterflies,butterflies
Calycopis cecrops,IMG_000494,Papilionoidea,Papilionoid butterflies,butterflies
Calycopis cecrops,IMG_000495,Papilionoidea,Papilionoid butterflies,butterflies
Calycopis cecrops,IMG_000496,Papilionoidea,Papilionoid butterflies,butterflies
Calycopis cecrops,IMG_000497,Papilionoidea,Papilionoid butterflies,butterflies
Calycopis cecrops,IMG_000498,Papilionoidea,Papilionoid butterflies,butterflies
Calycopis cecrops,IMG_000499,Papilionoidea,Papilionoid butterflies,butterflies
Calycopis cecrops,IMG_000500,Papilionoidea,Papilionoid butterflies,butterflies
Calycopis cecrops,IMG_000501,Papilionoidea,Papilionoid butterflies,butterflies
Calycopis cecrops,IMG_000502,Papilionoidea,Papilionoid butterflies,butterflies
Calycopis cecrops,IMG_021698,Papilionoidea,Papilionoid butterflies,butterflies
Calycopis cecrops,IMG_023575,Papilionoidea,Papilionoid butterflies,butterflies
Calycopis cecrops,IMG_023582,Papilionoidea,Papilionoid butterflies,butterflies
Calycopis cecrops,IMG_023603,Papilionoidea,Papilionoid butterflies,butterflies
Calycopis cecrops,IMG_024533,Papilionoidea,Papilionoid butterflies,butterflies
Calycopis cecrops,IMG_024534,Papilionoidea,Papilionoid butterflies,butterflies
Calycopis cecrops,IMG_024535,Papilionoidea,Papilionoid butterflies,butterflies
Calycopis cecrops,IMG_024536,Papilionoidea,Papilionoid butterflies,butterflies
Calycopis cecrops,IMG_024539,Papilionoidea,Papilionoid butterflies,butterflies
Calycopis cecrops,IMG_024540,Papilionoidea,Papilionoid butterflies,butterflies
Calycopis cecrops,IMG_024541,Papilionoidea,Papilionoid butterflies,butterflies
Calycopis cecrops,IMG_024542,Papilionoidea,Papilionoid butterflies,butterflies
Calycopis cecrops,IMG_024545,Papilionoidea,Papilionoid butterflies,butterflies
Calycopis cecrops,IMG_024546,Papilionoidea,Papilionoid butterflies,butterflies
Calycopis cecrops,IMG_024547,Papilionoidea,Papilionoid butterflies,butterflies
Calycopis cecrops,IMG_024548,Papilionoidea,Papilionoid butterflies,butterflies
Calycopis cecrops,IMG_024551,Papilionoidea,Papilionoid butterflies,butterflies
Calycopis cecrops,IMG_024552,Papilionoidea,Papilionoid butterflies,butterflies
Calycopis cecrops,IMG_024553,Papilionoidea,Papilionoid butterflies,butterflies
Calycopis cecrops,IMG_024554,Papilionoidea,Papilionoid butterflies,butterflies
Calycopis cecrops,IMG_024557,Papilionoidea,Papilionoid butterflies,butterflies
Calycopis cecrops,IMG_024558,Papilionoidea,Papilionoid butterflies,butterflies
Calycopis cecrops,IMG_024559,Papilionoidea,Papilionoid butterflies,butterflies
Calycopis cecrops,IMG_141929,Papilionoidea,Papilionoid butterflies,butterflies
Calycopis cecrops,IMG_141930,Papilionoidea,Papilionoid butterflies,butterflies
Calycopis cecrops,IMG_141931,Papilionoidea,Papilionoid butterflies,butterflies
Calycopis cecrops,IMG_153688,Papilionoidea,Papilionoid butterflies,butterflies
Calycopis cecrops,UDCC_TCN_00062372_1489593111_lg,Papilionoidea,Papilionoid butterflies,butterflies
Calycopis cecrops,UDCC_TCN_00062373_2_1489593678_lg,Papilionoidea,Papilionoid butterflies,butterflies
Calycopis cecrops,UDCC_TCN_00062374_1489594001_lg,Papilionoidea,Papilionoid butterflies,butterflies
Calycopis cecrops,UDCC_TCN_00062375_2_1489594498_lg,Papilionoidea,Papilionoid butterflies,butterflies
Calycopis cecrops,UDCC_TCN_00062376_2_1489594966_lg,Papilionoidea,Papilionoid butterflies,butterflies
Calycopis cecrops,UDCC_TCN_00062417_1490363826_lg,Papilionoidea,Papilionoid butterflies,butterflies
Calycopis cecrops,VTEC000000511_1484171472_lg,Papilionoidea,Papilionoid butterflies,butterflies
Calycopis cecrops,VTEC000000512_1484171579_lg,Papilionoidea,Papilionoid butterflies,butterflies
Calycopis cecrops,VTEC000000513_1484171700_lg,Papilionoidea,Papilionoid butterflies,butterflies
Calycopis cecrops,VTEC000000514_1484171730_lg,Papilionoidea,Papilionoid butterflies,butterflies
Calycopis cecrops,VTEC000000515_1484171762_lg,Papilionoidea,Papilionoid butterflies,butterflies
Calycopis cecrops,VTEC000000516_1484171790_lg,Papilionoidea,Papilionoid butterflies,butterflies
Calycopis cecrops,VTEC000000517_1484171873_lg,Papilionoidea,Papilionoid butterflies,butterflies
Calycopis cecrops,VTEC000000518_1484171899_lg,Papilionoidea,Papilionoid butterflies,butterflies
Calycopis cecrops,VTEC000000519_1484171945_lg,Papilionoidea,Papilionoid butterflies,butterflies
Calycopis cecrops,VTEC000000520_1484172058_lg,Papilionoidea,Papilionoid butterflies,butterflies
Calycopis cecrops,VTEC000000521_1484172086_lg,Papilionoidea,Papilionoid butterflies,butterflies
Calycopis cecrops,VTEC000000522_1484172141_lg,Papilionoidea,Papilionoid butterflies,butterflies
Calycopis cecrops,VTEC000000933_1487186464_lg,Papilionoidea,Papilionoid butterflies,butterflies
Cameraria ohridella,6e99da29-c84d-4084-8190-60d65a07b2af_image,Gracillarioidea,Cocoon-maker/leaf blotch miner moths,moths
Cameraria ohridella,b5aa7754-0aa1-4735-8ce9-5bb5035c04d0_image,Gracillarioidea,Cocoon-maker/leaf blotch miner moths,moths
Cameraria ohridella,BCamerariaohridella,Gracillarioidea,Cocoon-maker/leaf blotch miner moths,moths
Cameraria ohridella,M-0125199_20061005_151104,Gracillarioidea,Cocoon-maker/leaf blotch miner moths,moths
Canaea sp,10ANIC_03488%2B1287187054,Thyridoidea,Picture-winged leaf moths,moths
Catoptria falsella,00B43B5DE66491AB7EB3258A4AA50F66C52AB478AA26329D8FDC6C2CFC1E827A,Pyraloidea,Snout moths,moths
Catoptria falsella,13BE534B979C963A53A3AA3770017993421FD133ACEF0AF9DCB1C5F20E729FF5,Pyraloidea,Snout moths,moths
Catoptria falsella,15E2A4E716AE1AB41125153EA6FE355BCACC661549B1515D8EA54BC302095738,Pyraloidea,Snout moths,moths
Catoptria falsella,1624DF1FDB4F78C6C2507394EBDBF43D128985F0EBF02A5B6408C2750AD640E5,Pyraloidea,Snout moths,moths
Catoptria falsella,16EED0F476BEB16F8DEFB14895EBF80936B318847148B825930B3B6A174558A8,Pyraloidea,Snout moths,moths
Catoptria falsella,302173404FE9693CD6B45AE54A3738ADE59CE7EBA30A12EC422B8E6DBC892877,Pyraloidea,Snout moths,moths
Catoptria falsella,31F087C1516E9016C0208D9DF64B5A550274F5B2746D03F8B7A9C71BE3DEEB75,Pyraloidea,Snout moths,moths
