species,identifier,higher_taxon,common_name,highest_common_name
Lerema accius,ypm:cd1c37f0-1a00-4ac8-b6f5-dd1838eea31f,Papilionoidea,Papilionoid butterflies,butterflies
Leucoptera coffeella,CCDB30825-E02%2B1529933006,Yponomeutoidea,Ermine moths,moths
Lophocorona astipica,10ANIC_03421%2B1287071654,Lophocoronoidea,Australian archaic moths,moths
Luehdorfia chinensis,IMG_089411,Papilionoidea,Papilionoid butterflies,butterflies
Lymantria dispar,03acee65-e4b8-48c6-baef-70b4230db370,Noctuoidea,Owlet moths,moths
Lymantria dispar,0ACC7BDBD59CA0F16346AD4862319F97BDEE5FEDF34C5A7F48DF21E75A84223A,Noctuoidea,Owlet moths,moths
Lymantria dispar,17ecee3d-125d-41ee-8a81-8dcc145db10f,Noctuoidea,Owlet moths,moths
Lymantria dispar,3142a3ac-ba2c-43b5-9608-08d1783f7c10,Noctuoidea,Owlet moths,moths
Lymantria dispar,66f4914a-1d5c-48a4-8a72-851725d2be9e,Noctuoidea,Owlet moths,moths
Lymantria dispar,ADD3E4D7340EA25297CB95373241FBCB7707E140B2403E95B1543720017FA846,Noctuoidea,Owlet moths,moths
Lymantria dispar,d6a542c8-0a7b-4913-bc72-7437bc25602b,Noctuoidea,Owlet moths,moths
Lymantria dispar,d95e8cfb-5d15-4752-a28e-0ddabc4adc7c,Noctuoidea,Owlet moths,moths
Lymantria dispar,f3d9e294-281b-4bd4-a021-ef8f4cd20aa0,Noctuoidea,Owlet moths,moths
Lymantria dispar,Lymantria dispar_Preview001,Noctuoidea,Owlet moths,moths
Lyssa zampa,MCZ-ENT00733345_Lyssa_zampa_had,Geometroidea,Geometrid moths,moths
Lyssa zampa,RMNH.INS.1295753%2B1649969364,Geometroidea,Geometrid moths,moths
Macaria distribuaria,6ebf0553a56e4f297b0a632f226e9fb0?size=fullsize,Geometroidea,Geometrid moths,moths
Macaria distribuaria,f6abd1be30f59ad515d7201ac205872a?size=fullsize,Geometroidea,Geometrid moths,moths
Macaria distribuaria,IMG_019284,Geometroidea,Geometrid moths,moths
Macaria distribuaria,IMG_019290,Geometroidea,Geometrid moths,moths
Macrauzata submontana,BC_ZSM_Lep_45445%2B1317742140,Drepanoidea,Hook-tip moths,moths
Macroglossum pyrrhosticta,UHIM2013.08581_lg,Bombycoidea,Sphynx/Silk moths,moths
Macroglossum pyrrhosticta,UHIM2013.08582_lg,Bombycoidea,Sphynx/Silk moths,moths
Macroglossum pyrrhosticta,UHIM2013.08583_lg,Bombycoidea,Sphynx/Silk moths,moths
Macroglossum pyrrhosticta,UHIM2013.08584_lg,Bombycoidea,Sphynx/Silk moths,moths
Macrosoma sp,04-SRNP-2010-DHJ331720%2B1145363716,Papilionoidea,Papilionoid butterflies,butterflies
Macrosoma sp,04-SRNP-2010-DHJ331720%2B1145363716,Papilionoidea,Papilionoid butterflies,butterflies
Manduca sexta,7ad88f61ebf83cb57ab6caffed34b4ac?size=fullsize,Bombycoidea,Sphynx/Silk moths,moths
Manduca sexta,CSU_ENT0053086_1-3_1565654454_lg,Bombycoidea,Sphynx/Silk moths,moths
Manduca sexta,CSU_ENT0053088_1-5_1565806368_lg,Bombycoidea,Sphynx/Silk moths,moths
Manduca sexta,SDNHM122445,Bombycoidea,Sphynx/Silk moths,moths
Manduca sexta,SDNHM122479,Bombycoidea,Sphynx/Silk moths,moths
Manduca sexta,SDNHM122527,Bombycoidea,Sphynx/Silk moths,moths
Manduca sexta,SDNHM124489,Bombycoidea,Sphynx/Silk moths,moths
Manduca sexta,SDNHM124505,Bombycoidea,Sphynx/Silk moths,moths
Manduca sexta,SDNHM124509,Bombycoidea,Sphynx/Silk moths,moths
Manduca sexta,SDNHM220747,Bombycoidea,Sphynx/Silk moths,moths
Maniola jurtina,31456020951B0314F7DF8751643A35704F05322E588F16923D2C1112B76486D0,Papilionoidea,Papilionoid butterflies,butterflies
Maniola jurtina,3ba143b2-dc48-4f80-8a67-644015f47e68,Papilionoidea,Papilionoid butterflies,butterflies
Maniola jurtina,552bc2cf-e48b-4648-8153-f67a0255c621,Papilionoidea,Papilionoid butterflies,butterflies
Maniola jurtina,573623?rendering=original,Papilionoidea,Papilionoid butterflies,butterflies
Maniola jurtina,97882c9c-9617-4a5e-967e-33647a93653e,Papilionoidea,Papilionoid butterflies,butterflies
Maniola jurtina,A448FB195D9830CE742AA11F1F6BFAC9EE9D02E69F866A723A1D8A26F3703D18,Papilionoidea,Papilionoid butterflies,butterflies
Maniola jurtina,D0C5C049E0295E11B20B5F1C5EA92023AFD0FA186B0BE3398BAAC56FAA617398,Papilionoidea,Papilionoid butterflies,butterflies
Maniola jurtina,d19b7250-7e78-429d-8d14-15d7914ff29d,Papilionoidea,Papilionoid butterflies,butterflies
Manoba major,15142670092_b24776e7f4,Noctuoidea,Owlet moths,moths
Manoba major,15513366680_afa0911ee6,Noctuoidea,Owlet moths,moths
Manoba major,18396801440_e7626c7ca3,Noctuoidea,Owlet moths,moths
Manoba major,18396883050_59e20b0009,Noctuoidea,Owlet moths,moths
Manoba major,19260856023_2416a42cc2,Noctuoidea,Owlet moths,moths
Manoba major,20951133721_58244b8f3b,Noctuoidea,Owlet moths,moths
Manoba major,24095399190_cde43d2ece,Noctuoidea,Owlet moths,moths
Manoba major,27054654641_8da882302e,Noctuoidea,Owlet moths,moths
Manoba major,29268902460_9e90b60a94,Noctuoidea,Owlet moths,moths
Manoba major,30561289943_cce970221e,Noctuoidea,Owlet moths,moths
Manoba major,30961059136_9030b6ee40,Noctuoidea,Owlet moths,moths
Manoba major,47866074301_003574f6b8,Noctuoidea,Owlet moths,moths
Manoba major,Manoba major_18396883050_59e20b0009,Noctuoidea,Owlet moths,moths
Megalopyge crispata,6370eb66cd2f89169afb02f597b8601a?size=fullsize,Zygaenoidea,Burnet moths,moths
Megalopyge crispata,7a2299396ea7c552ab91fef395029626?size=fullsize,Zygaenoidea,Burnet moths,moths
Megalopyge crispata,88009f1fb9070d30405abb06ec9d6d2b?size=fullsize,Zygaenoidea,Burnet moths,moths
Megalopyge crispata,9318e7e9d9b1a986ae2344d339d79aca?size=fullsize,Zygaenoidea,Burnet moths,moths
Megalopyge crispata,955fec8626c9eae5476c0714fdcf8abc?size=fullsize,Zygaenoidea,Burnet moths,moths
Megalopyge crispata,ae5c25e88c04bdb593f9d3dad7b4441d?size=fullsize,Zygaenoidea,Burnet moths,moths
Megathymus yuccae,41704eee0e0b6928e76d08246686c51e?size=fullsize,Papilionoidea,Papilionoid butterflies,butterflies
Megathymus yuccae,b3ca9ffe89096c65f2293596b67a066c?size=fullsize,Papilionoidea,Papilionoid butterflies,butterflies
Megathymus yuccae,b7226a0b44b291f5dc5e9786b7bdae7a?size=fullsize,Papilionoidea,Papilionoid butterflies,butterflies
Megathymus yuccae,CSU_ENT1021734_1_43800_1488647254_lg,Papilionoidea,Papilionoid butterflies,butterflies
Megathymus yuccae,CSU_ENT1021792_1_44902_1488650074_lg,Papilionoidea,Papilionoid butterflies,butterflies
Megathymus yuccae,CSU_ENT1021891_1_45043_1489521771_lg,Papilionoidea,Papilionoid butterflies,butterflies
Megathymus yuccae,CSU_ENT1021908_1_45098_1490577999_lg,Papilionoidea,Papilionoid butterflies,butterflies
Megathymus yuccae,CSU_ENT1140293_1-3_ventral_1578695816_lg,Papilionoidea,Papilionoid butterflies,butterflies
Megathymus yuccae,CSU_ENT1140295_1-3_ventral_1578695389_lg,Papilionoidea,Papilionoid butterflies,butterflies
Melese sp,INB0004169775-BAES001348%2B1315857576,Noctuoidea,Owlet moths,moths
Melitaea cinxia,00241584-2bc2-4da8-88b3-8ff80abe7a90,Papilionoidea,Papilionoid butterflies,butterflies
Melitaea cinxia,15E5F099FF4503C4DF635E1AE307B9EDB2A5EA05AF95C1E3C7D6CD6306FD783A,Papilionoidea,Papilionoid butterflies,butterflies
Melitaea cinxia,2c9e6882-19aa-440b-bbec-2903039b095b,Papilionoidea,Papilionoid butterflies,butterflies
Melitaea cinxia,31CDB58C921C7453ADD036C94B31F61EAA6ACC27F005528EC3A96B3C01B82B2D,Papilionoidea,Papilionoid butterflies,butterflies
Melitaea cinxia,4c93c182-4770-498f-9e4b-65997dd4e7e4,Papilionoidea,Papilionoid butterflies,butterflies
Melitaea cinxia,645B72610495F212B329BE4EFCC23FDB8F0BBD878448222F1D57B186B4A7FB96,Papilionoidea,Papilionoid butterflies,butterflies
Melitaea cinxia,6E3B42EF19D9A291D043B51DACCBF0D889DAE323607F99672E69F6B1EFE64C07,Papilionoidea,Papilionoid butterflies,butterflies
Melitaea cinxia,7465230a-5264-42d8-9547-38db33b7c143,Papilionoidea,Papilionoid butterflies,butterflies
Melitaea cinxia,853ada5b-79ef-4e1b-b670-74a9d8c1a8ad,Papilionoidea,Papilionoid butterflies,butterflies
Melitaea cinxia,87d0fcc8-c94b-411a-a15b-63b21123f276,Papilionoidea,Papilionoid butterflies,butterflies
Melitaea cinxia,9fb8d0d5-dd91-4850-96ea-b45b5e3a07d3,Papilionoidea,Papilionoid butterflies,butterflies
Melitaea cinxia,a8f25c0f-59fb-45e7-b231-4d9adbbe8f3f,Papilionoidea,Papilionoid butterflies,butterflies
Melitaea cinxia,c77e6c4f-1314-4a3b-96de-63af6b0293ce,Papilionoidea,Papilionoid butterflies,butterflies
Melitaea cinxia,C9B881568D1CBC2DF397747542209AAD463B7AE9AC4836C18BBAF3D5976F8EFC,Papilionoidea,Papilionoid butterflies,butterflies
Melitaea cinxia,CE5F4AD94CF86C0893A9EE8800252CF4F65EB159E2E7F9891E1FCC2ED1292674,Papilionoidea,Papilionoid butterflies,butterflies
Melitaea cinxia,d29fa045-8214-4193-aad1-994e72edbb23,Papilionoidea,Papilionoid butterflies,butterflies
Menevia lantona,Bc-Her_%5B4889%5D%2B1430510716,Mimallonoidea,Sack-bearer moths,moths
Metaphatus ochraceus,USNMENT00657506%2B1297458164,Palaephatoidea,Gondwanaland moths,moths
Micropterix calthella,183099,Micropterigoidea,Mandibulate archaic moths,moths
Micropterix calthella,BF2DC2826267C37408B731B76A4686AB1D0F4F5FA362B5E9D39A03132AC78D6F,Micropterigoidea,Mandibulate archaic moths,moths
Micropterix calthella,MCZ-ENT00754650_Micropterix_calthella_had,Micropterigoidea,Mandibulate archaic moths,moths
Micropterix calthella,MCZ-ENT00754652_Micropterix_calthella_had,Micropterigoidea,Mandibulate archaic moths,moths
Micropterix calthella,MCZ-ENT00754654_Micropterix_calthella_had,Micropterigoidea,Mandibulate archaic moths,moths
Morpheis pyracmon,425612_1654290708_lg,Cossoidea,Carpenter moths,moths
Morpheis pyracmon,IMG_019254,Cossoidea,Carpenter moths,moths
Morpheis pyracmon,IMG_019257,Cossoidea,Carpenter moths,moths
Morpheis pyracmon,IMG_019258,Cossoidea,Carpenter moths,moths
Morpheis pyracmon,IMG_019259,Cossoidea,Carpenter moths,moths
Morpheis pyracmon,IMG_019263,Cossoidea,Carpenter moths,moths
Morpheis pyracmon,IMG_019264,Cossoidea,Carpenter moths,moths
Morpheis pyracmon,IMG_019265,Cossoidea,Carpenter moths,moths
Mustilizans dierli,10317%2B1326140388,Bombycoidea,Sphynx/Silk moths,moths
Mycastor nealces,35182-D_PMax_cut%2B1583999709,Papilionoidea,Papilionoid butterflies,butterflies
Mycastor nealces,35214-D_PMax_cut%2B1583742825,Papilionoidea,Papilionoid butterflies,butterflies
Myelobia sp,09-SRNP-109775-DHJ643010%2B1364926916,Pyraloidea,Snout moths,moths
Mythimna separata,1039128015_e4c386583e_q,Noctuoidea,Owlet moths,moths
Mythimna separata,11977632434_b6de6b3038_q,Noctuoidea,Owlet moths,moths
Mythimna separata,22313146254_905068c416,Noctuoidea,Owlet moths,moths
Mythimna separata,23870431997_9737f07a7f,Noctuoidea,Owlet moths,moths
Mythimna separata,25773202427_ca03816bd6,Noctuoidea,Owlet moths,moths
Mythimna separata,38713989771_f4224008ba,Noctuoidea,Owlet moths,moths
Mythimna separata,38857629532_8fee80ab10,Noctuoidea,Owlet moths,moths
Mythimna separata,46007559731_28280c4418,Noctuoidea,Owlet moths,moths
Mythimna separata,Mythimna separata_Preview001,Noctuoidea,Owlet moths,moths
Nectopsyche candida,bioug02799-f06%2B1345555494,Trichoptera,Caddisflies caddisflies,caddisflies
Nemophora degeerella,00B7E38340A316B0C1EB87138BCEEE036DA572BAD3EFC916DF76199A3A9C0D06,Adeloidea,Primitive monotrysian moths,moths
Nemophora degeerella,28C210541936C074A7E01E3AD58866ACEC0843CEDEC9416AF2F5CEDD3805AA06,Adeloidea,Primitive monotrysian moths,moths
Nemophora degeerella,3238DB58611F5022B2C9202EEE13B86BCC3EBA942CA0087EE68DF529D0F6B432,Adeloidea,Primitive monotrysian moths,moths
Nemophora degeerella,59E3EB8A87625DC6F2D8D859EFCF879418D2F44C71B4DB1DC705BF336AA61566,Adeloidea,Primitive monotrysian moths,moths
Nemophora degeerella,6466380576F200C4F30EE9B6569C6A929311F30CB2C1F426930C462B29C20AC5,Adeloidea,Primitive monotrysian moths,moths
Nemophora degeerella,6909A93C46D69959EC15212C3F2EFA4181CE15BACE2F2EA7995A9E9413689524,Adeloidea,Primitive monotrysian moths,moths
Nemophora degeerella,80CAA3086D538C2B0E3C4D6C69D23ABA8D9263662DF8BDE77810FF7D5E12439F,Adeloidea,Primitive monotrysian moths,moths
Nemophora degeerella,88643D6526EA8683C284159E0A062762B85B755006B1AAE53366E835257BA7EE,Adeloidea,Primitive monotrysian moths,moths
Nemophora degeerella,C7B31489A16F06B579D5D45EBEBE93A5690E515980F5B6516004DA32D3649862,Adeloidea,Primitive monotrysian moths,moths
Nemophora degeerella,MCZ-ENT00754677_Nemophora_degeerella_had2,Adeloidea,Primitive monotrysian moths,moths
Nemophora degeerella,MCZ-ENT00754679_Nemophora_degeerella_had,Adeloidea,Primitive monotrysian moths,moths
Nemoria lixaria,CSU_ENT1098114_1-3_1564402389,Geometroidea,Geometrid moths,moths
Nemoria lixaria,CSU_ENT1098121_1-3_1564401987,Geometroidea,Geometrid moths,moths
Nemoria lixaria,CSU_ENT1098122_1-3_1564401899,Geometroidea,Geometrid moths,moths
Nemoria lixaria,IMG_018679,Geometroidea,Geometrid moths,moths
Nemoria lixaria,IMG_018685,Geometroidea,Geometrid moths,moths
Nemoria lixaria,IMG_018690,Geometroidea,Geometrid moths,moths
Neopseustis meyricki,18586552691_ff033671b6,Neopseustoidea,Archaic bell moths,moths
Neopseustis meyricki,31981929438_a8f6a9d47a,Neopseustoidea,Archaic bell moths,moths
Neopseustis meyricki,34586375043_40592418c5,Neopseustoidea,Archaic bell moths,moths
Neopseustis meyricki,47408897361_27fed42355,Neopseustoidea,Archaic bell moths,moths
Nothus lunus,KLM_Lep_04931%2B1450701240,NA,NA,NA
Notoplusia minuta,11-SRNP-100191_DHJ660861%2B1309185562,Noctuoidea,Owlet moths,moths
Operophtera brumata,001FE051A037367D9317121CD75AD958605A968812F4D791E7AC11800052DEBC,Geometroidea,Geometrid moths,moths
Operophtera brumata,1cc03b64-ed52-4ebf-b0f3-ff292a4e15f3,Geometroidea,Geometrid moths,moths
Operophtera brumata,1cf587ec-6121-4d01-a8df-301d3be23c21,Geometroidea,Geometrid moths,moths
Operophtera brumata,3ad316e6-06f6-4ca1-8658-9294af3a9d55,Geometroidea,Geometrid moths,moths
Operophtera brumata,8aaa3dd7-2897-46c3-a635-e168886be5ea,Geometroidea,Geometrid moths,moths
Operophtera brumata,99f484a9-dee0-4ca4-bff4-c7bcd7a34046,Geometroidea,Geometrid moths,moths
Operophtera brumata,a55c79ea-af9f-47e0-a1d4-479032db9f34,Geometroidea,Geometrid moths,moths
Operophtera brumata,ab7bf37b-4468-482b-adcf-29aa6f14b624,Geometroidea,Geometrid moths,moths
Operophtera brumata,c580c9cd-db04-43b1-b446-d318e4da844a,Geometroidea,Geometrid moths,moths
Operophtera brumata,dbd05481-7b52-4e33-bb02-628c6eb734b6,Geometroidea,Geometrid moths,moths
Operophtera brumata,dc1beaf9-b703-4f87-9bc3-6446f4212ca6,Geometroidea,Geometrid moths,moths
Operophtera brumata,FB266E4BA1C35ACF9943A6F62DF0A1D30D624C0294D55B23F7923AB0A73E5361,Geometroidea,Geometrid moths,moths
Palaeagapetus nearcticus,BIOUG20914-C07%2B1435237216,Trichoptera,Caddisflies caddisflies,caddisflies
Palaephatus luteolus,USNMENT00657540%2B1297458172,Palaephatoidea,Gondwanaland moths,moths
Palaephatus nielseni,USNMENT00656527%2B1296840078,Palaephatoidea,Gondwanaland moths,moths
Papilio glaucus,573108?rendering=original,Papilionoidea,Papilionoid butterflies,butterflies
Papilio glaucus,IMG_089843,Papilionoidea,Papilionoid butterflies,butterflies
Papilio glaucus,IMG_089849,Papilionoidea,Papilionoid butterflies,butterflies
Papilio glaucus,IMG_089884,Papilionoidea,Papilionoid butterflies,butterflies
Papilio glaucus,IMG_130371,Papilionoidea,Papilionoid butterflies,butterflies
Papilio glaucus,MSUC_ARC_84836_1485545880_lg,Papilionoidea,Papilionoid butterflies,butterflies
Papilio machaon,050cc270e6f1670fdb2d884d0e04befe?size=fullsize,Papilionoidea,Papilionoid butterflies,butterflies
Papilio machaon,2ffada24-c8c3-426f-88da-3b89fb52d30e,Papilionoidea,Papilionoid butterflies,butterflies
Papilio machaon,47f49b00-99ae-4dae-ac2a-f7a22bc23694,Papilionoidea,Papilionoid butterflies,butterflies
Papilio machaon,573085?rendering=original,Papilionoidea,Papilionoid butterflies,butterflies
Papilio machaon,c227bc3a-1c4b-40d6-8d31-1cb604e3d405,Papilionoidea,Papilionoid butterflies,butterflies
Papilio machaon,GV.82930_IMG_0002_spec,Papilionoidea,Papilionoid butterflies,butterflies
Papilio machaon,IMG_091662,Papilionoidea,Papilionoid butterflies,butterflies
Pararge aegeria,1abbc400-0950-4af2-ae50-89e9389bff34,Papilionoidea,Papilionoid butterflies,butterflies
Pararge aegeria,3f5612a4-7a08-4e0b-8711-4b63afe8e312,Papilionoidea,Papilionoid butterflies,butterflies
Pararge aegeria,6800bcea-5ef9-461b-9afa-f4c9a3eceeb0,Papilionoidea,Papilionoid butterflies,butterflies
Pararge aegeria,7683dcac-9a77-4e00-8da6-a8b00ad27822,Papilionoidea,Papilionoid butterflies,butterflies
Pararge aegeria,7aebb63f-a8ce-438c-804a-eaecef0f50c0,Papilionoidea,Papilionoid butterflies,butterflies
Pararge aegeria,7b035d0f-a6fa-42d7-8c73-309dc0fbf83b,Papilionoidea,Papilionoid butterflies,butterflies
Pararge aegeria,945fbd70-f25b-4ad4-bf97-fdc8862a9d16,Papilionoidea,Papilionoid butterflies,butterflies
Pararge aegeria,99c7999a-3f02-43eb-8443-ac61d5b2bad9,Papilionoidea,Papilionoid butterflies,butterflies
Pararge aegeria,a520ac76-ec9f-4881-8f22-109ce1cc2e62,Papilionoidea,Papilionoid butterflies,butterflies
Pararge aegeria,e28f1e7e-13bc-45c7-b0e9-99b9b9b641f5,Papilionoidea,Papilionoid butterflies,butterflies
Parasemia plantaginis,BC_ZSM_Lep_40442%2B1279779286,NA,NA,NA
Parides eurimedes,IMG_129925,Papilionoidea,Papilionoid butterflies,butterflies
Parides eurimedes,IMG_129952,Papilionoidea,Papilionoid butterflies,butterflies
Parides eurimedes,IMG_129962,Papilionoidea,Papilionoid butterflies,butterflies
Parides eurimedes,IMG_130436,Papilionoidea,Papilionoid butterflies,butterflies
Parum colligata,14794012433_df04c977e7,Bombycoidea,Sphynx/Silk moths,moths
Parum colligata,16209816131_9d044239ac,Bombycoidea,Sphynx/Silk moths,moths
Parum colligata,21049188638_9fbb595eb1,Bombycoidea,Sphynx/Silk moths,moths
Parum colligata,21052389346_1c5243e689,Bombycoidea,Sphynx/Silk moths,moths
Parum colligata,21052389896_ccf15af575,Bombycoidea,Sphynx/Silk moths,moths
Parum colligata,21245295581_1bd77dc703,Bombycoidea,Sphynx/Silk moths,moths
Parum colligata,43957521930_c8047e3dde,Bombycoidea,Sphynx/Silk moths,moths
Phaecasiophora niveiguttana,MEM95982_Phaecasiophora_niveig_1524168418_lg,Tortricoidea,Tortrix moths,moths
Pheosia gnoma,C593D37ACCCDCB605F89D0E2579394EAB6315573D008053F1E5C7158210398DE,Noctuoidea,Owlet moths,moths
Pheosia gnoma,Pheosia gnoma_Preview001,Noctuoidea,Owlet moths,moths
Philopotamus NA,Philopotamus_montanus_male,Trichoptera,Caddisflies caddisflies,caddisflies
Phoebis sennae,CSU_ENT1174211_1-3_1637255632_lg,Papilionoidea,Papilionoid butterflies,butterflies
Phoebis sennae,SDNHM167630,Papilionoidea,Papilionoid butterflies,butterflies
Phoebis sennae,SDNHM167667,Papilionoidea,Papilionoid butterflies,butterflies
Phoebis sennae,SDNHM172109,Papilionoidea,Papilionoid butterflies,butterflies
Phoebis sennae,SDNHM172146,Papilionoidea,Papilionoid butterflies,butterflies
Phoebis sennae,SDNHM172176,Papilionoidea,Papilionoid butterflies,butterflies
Phoebis sennae,SDNHM172319,Papilionoidea,Papilionoid butterflies,butterflies
Phoebis sennae,SDNHM175444,Papilionoidea,Papilionoid butterflies,butterflies
Phragmatobia fuliginosa,a26dca81-7525-4b76-b875-fc166096f422,Noctuoidea,Owlet moths,moths
Phragmatobia fuliginosa,a3876136-650c-42ed-bd98-661bfb7f2910,Noctuoidea,Owlet moths,moths
Phragmatobia fuliginosa,B30976E0D97299F9EE59287BEFC7DA4FF5D70B378519C51894BAE73170973D8F,Noctuoidea,Owlet moths,moths
Phragmatobia fuliginosa,d9177030-a737-43ad-99cf-6e2abe335917,Noctuoidea,Owlet moths,moths
Phragmatobia fuliginosa,Phragmatobia fuliginosa_Preview001,Noctuoidea,Owlet moths,moths
Phyllocnistis citrella,94d82c05-bbc2-4060-b338-e406231ac178,Gracillarioidea,Cocoon-maker/leaf blotch miner moths,moths
Phyllocnistis citrella,RMNH.5013749_Phyllocnistis_citrella_CD16001_CDGP0265%2B1476813014,Gracillarioidea,Cocoon-maker/leaf blotch miner moths,moths
Phyllodes eyndhovii,20319102758_2d1cfe6bb5,Noctuoidea,Owlet moths,moths
Phyllodes eyndhovii,29250902957_a676c74465,Noctuoidea,Owlet moths,moths
Phyllodes eyndhovii,35330936504_3f73249bec,Noctuoidea,Owlet moths,moths
Phyllodes eyndhovii,36036101841_1aa17d6ceb,Noctuoidea,Owlet moths,moths
